"PVWatts: Hourly PV Performance Data"
"Requested Location:","16335, USA"
"Location:","Lat, Lon: 41.65, -80.14"
"Lat (deg N):","41.65"
"Long (deg W):","80.14"
"Elev (m):","406.92001342773"
"DC System Size (kW):","1"
"Module Type:","Premium"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.119"
"Capacity Factor (%)","13.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","24","15","815","121","27","0","733.817","56.543","557.777","536.86"
"7","24","16","775","100","26","0","536.235","48.826","412.636","396.947"
"7","24","17","694","79","25","0","316.349","39.517","235.606","225.235"
"7","24","18","528","52","23","0","106.697","28.253","66.089","59.718"
"7","24","19","135","13","21","0","9.445","19.28","8.277","3.025"
"7","24","20","0","0","19","0","0","19","0","0"
"7","24","21","0","0","18","0","0","18","0","0"
"7","24","22","0","0","18","0","0","18","0","0"
"7","24","23","0","0","17","0","0","17","0","0"
"7","25","0","0","0","16","0","0","16","0","0"
"7","25","1","0","0","15","0","0","15","0","0"
"7","25","2","0","0","15","0","0","15","0","0"
"7","25","3","0","0","14","0","0","14","0","0"
"7","25","4","0","0","14","0","0","14","0","0"
"7","25","5","215","17","16","0","12.66","12.803","11.342","6.034"
"7","25","6","600","49","19","0","128.55","21.627","82.04","75.337"
"7","25","7","771","66","22","0","348.933","34.654","266.278","255.069"
"7","25","8","858","78","24","0","577.092","45.897","449.848","432.894"
"7","25","9","909","85","25","0","778.965","54.396","597.362","574.883"
"7","25","10","935","92","26","0","934.961","60.885","701.721","674.845"
"7","25","11","947","96","27","0","1030.51","65.201","760.742","731.199"
"7","25","12","951","95","28","0","1058.897","67.31","775.074","744.865"
"7","25","13","940","92","29","0","1013.58","67.099","742.433","713.732"
"7","25","14","910","91","29","0","900.529","63.765","667.95","642.541"
"7","25","15","860","89","29","0","731.207","58.388","551.566","530.888"
"7","25","16","774","89","28","0","524.011","50.328","400.672","385.379"
"7","25","17","611","91","26","0","299.174","39.829","223.951","213.889"
"7","25","18","324","65","24","0","94.273","28.617","64.985","58.636"
"7","25","19","0","12","22","0","11.365","20.25","9.927","4.645"
"7","25","20","0","0","21","0","0","21","0","0"
"7","25","21","0","0","21","0","0","21","0","0"
"7","25","22","0","0","21","0","0","21","0","0"
"7","25","23","0","0","21","0","0","21","0","0"
"7","26","0","0","0","21","0","0","21","0","0"
"7","26","1","0","0","21","0","0","21","0","0"
"7","26","2","0","0","21","0","0","21","0","0"
"7","26","3","0","0","21","0","0","21","0","0"
"7","26","4","0","0","22","0","0","22","0","0"
"7","26","5","0","9","22","0","8.515","18.956","7.471","2.234"
"7","26","6","21","79","23","0","75.943","22.962","64.682","58.339"
"7","26","7","158","168","25","0","218.299","32.318","177.906","169.016"
"7","26","8","78","249","27","0","286.306","38.093","233.807","223.484"
"7","26","9","100","336","30","0","406.711","45.744","323.725","310.853"
"7","26","10","305","388","31","0","674.052","55.979","516.116","496.779"
"7","26","11","177","455","32","0","640.227","57.343","487.796","469.497"
"7","26","12","0","116","32","0","111.032","40.152","90.339","83.461"
"7","26","13","0","82","32","0","78.227","34.309","65.022","58.672"
"7","26","14","0","133","31","0","127.153","34.924","105.455","98.25"
"7","26","15","0","94","29","0","89.488","31.782","75.063","68.507"
"7","26","16","0","138","27","0","131.489","31.05","110.583","103.265"
"7","26","17","16","138","25","0","135.896","29.594","114.346","106.944"
"7","26","18","0","66","23","0","61.59","24.438","53.023","46.915"
"7","26","19","0","2","23","0","1.889","20.37","1.65","0"
"7","26","20","0","0","23","0","0","23","0","0"
"7","26","21","0","0","22","0","0","22","0","0"
"7","26","22","0","0","22","0","0","22","0","0"
"7","26","23","0","0","21","0","0","21","0","0"
"7","27","0","0","0","21","0","0","21","0","0"
"7","27","1","0","0","20","0","0","20","0","0"
"7","27","2","0","0","20","0","0","20","0","0"
"7","27","3","0","0","19","0","0","19","0","0"
"7","27","4","0","0","19","0","0","19","0","0"
"7","27","5","45","16","19","0","13.631","15.908","12.085","6.763"
"7","27","6","0","69","21","0","64.643","20.446","56.426","50.25"
"7","27","7","4","133","24","0","127.438","27.431","108.437","101.167"
"7","27","8","259","247","25","0","395.107","39.286","319.469","306.724"
"7","27","9","154","341","26","0","458.146","44.251","366.571","352.378"
"7","27","10","26","308","27","0","328.471","41.327","266.074","254.87"
"7","27","11","0","40","28","0","38.117","30.781","32.087","26.389"
"7","27","12","10","198","28","0","200.729","34.391","166.798","158.179"
"7","27","13","409","380","28","0","802.806","55.927","615.053","591.857"
"7","27","14","8","198","28","0","197.247","40.297","160.393","151.929"
"7","27","15","4","174","27","0","169.489","33.621","141.213","133.201"
"7","27","16","618","148","26","0","495.86","44.032","389.708","374.774"
"7","27","17","522","112","25","0","286.567","38.208","217.726","207.827"
"7","27","18","346","68","23","0","98.476","27.643","67.891","61.482"
"7","27","19","0","10","21","0","9.466","19.156","8.3","3.047"
"7","27","20","0","0","20","0","0","20","0","0"
"7","27","21","0","0","20","0","0","20","0","0"
"7","27","22","0","0","19","0","0","19","0","0"
"7","27","23","0","0","19","0","0","19","0","0"
"7","28","0","0","0","19","0","0","19","0","0"
"7","28","1","0","0","19","0","0","19","0","0"
"7","28","2","0","0","19","0","0","19","0","0"
"7","28","3","0","0","19","0","0","19","0","0"
"7","28","4","0","0","19","0","0","19","0","0"
"7","28","5","9","9","19","0","8.612","15.761","7.638","2.398"
"7","28","6","0","39","20","0","36.989","18.049","32.554","26.847"
"7","28","7","154","178","20","0","226.051","27.164","187.899","178.762"
"7","28","8","153","256","21","0","339.649","34.102","280.697","269.082"
"7","28","9","77","325","22","0","378.477","37.301","310.907","298.417"
"7","28","10","12","238","22","0","240.081","32.736","200.682","191.222"
"7","28","11","2","141","23","0","137.08","28.673","116.264","108.82"
"7","28","12","34","381","23","0","416.575","38.139","341.462","328.051"
"7","28","13","16","285","23","0","291.605","35.835","241.044","230.527"
"7","28","14","141","401","22","0","531.713","42.142","429.301","413.052"
"7","28","15","383","290","21","0","577.847","44.191","461.579","444.215"
"7","28","16","0","22","21","0","20.874","25.512","17.903","12.473"
"7","28","17","367","131","20","0","251.837","28.089","201.512","192.031"
"7","28","18","298","64","19","0","89.183","22.83","63.31","56.995"
"7","28","19","28","8","18","0","6.957","15.713","6.172","0.958"
"7","28","20","0","0","18","0","0","18","0","0"
"7","28","21","0","0","17","0","0","17","0","0"
"7","28","22","0","0","17","0","0","17","0","0"
"7","28","23","0","0","16","0","0","16","0","0"
"7","29","0","0","0","16","0","0","16","0","0"
"7","29","1","0","0","16","0","0","16","0","0"
"7","29","2","0","0","15","0","0","15","0","0"
"7","29","3","0","0","15","0","0","15","0","0"
"7","29","4","0","0","15","0","0","15","0","0"
"7","29","5","128","14","17","0","10.178","13.662","9.092","3.825"
"7","29","6","518","54","19","0","117.827","21.09","77.079","70.481"
"7","29","7","706","75","22","0","331.636","33.937","254.238","243.362"
"7","29","8","805","89","25","0","556.62","46.089","433.687","417.289"
"7","29","9","314","316","26","0","559.445","48.505","440.031","423.415"
"7","29","10","897","105","27","0","913.833","60.13","687.936","661.664"
"7","29","11","17","296","27","0","303.659","43.541","243.971","233.375"
"7","29","12","340","410","28","0","773.222","55.588","593.226","570.912"
"7","29","13","411","376","28","0","801.032","58.847","606.659","583.804"
"7","29","14","414","335","27","0","718.372","55.642","550.642","530.001"
"7","29","15","815","117","27","0","727.849","55.489","555.437","534.61"
"7","29","16","744","106","26","0","522.359","48.359","402.603","387.247"
"7","29","17","634","87","24","0","300.407","37.908","225.47","215.368"
"7","29","18","433","58","22","0","98.587","26.775","64.361","58.024"
"7","29","19","46","9","20","0","6.845","17.973","6.026","0.815"
"7","29","20","0","0","19","0","0","19","0","0"
"7","29","21","0","0","19","0","0","19","0","0"
"7","29","22","0","0","19","0","0","19","0","0"
"7","29","23","0","0","18","0","0","18","0","0"
"7","30","0","0","0","18","0","0","18","0","0"
"7","30","1","0","0","17","0","0","17","0","0"
"7","30","2","0","0","17","0","0","17","0","0"
"7","30","3","0","0","16","0","0","16","0","0"
"7","30","4","0","0","16","0","0","16","0","0"
"7","30","5","0","12","17","0","11.363","13.741","10.148","4.862"
"7","30","6","455","61","19","0","115.61","20.999","78.319","71.694"
"7","30","7","645","89","22","0","321.978","33.563","248.346","237.631"
"7","30","8","747","108","25","0","542.357","45.567","423.806","407.743"
"7","30","9","804","123","26","0","740.285","53.985","568.757","547.412"
"7","30","10","843","130","27","0","891.235","60.366","670.315","644.805"
"7","30","11","862","134","28","0","986.348","64.683","729.678","701.554"
"7","30","12","318","435","29","0","777.43","60.148","585.794","563.778"
"7","30","13","834","149","29","0","975.9","64.78","721.639","693.878"
"7","30","14","806","145","29","0","868.603","62.691","647.116","622.591"
"7","30","15","755","138","29","0","704.753","57.453","533.791","513.792"
"7","30","16","672","127","28","0","503.193","49.528","386.625","371.791"
"7","30","17","194","151","26","0","209.417","36.589","166.154","157.55"
"7","30","18","275","63","23","0","84.915","26.316","60.083","53.833"
"7","30","19","0","0","21","0","0","21","0","0"
"7","30","20","0","0","21","0","0","21","0","0"
"7","30","21","0","0","20","0","0","20","0","0"
"7","30","22","0","0","20","0","0","20","0","0"
"7","30","23","0","0","19","0","0","19","0","0"
"7","31","0","0","0","19","0","0","19","0","0"
"7","31","1","0","0","19","0","0","19","0","0"
"7","31","2","0","0","18","0","0","18","0","0"
"7","31","3","0","0","18","0","0","18","0","0"
"7","31","4","0","0","18","0","0","18","0","0"
"7","31","5","0","12","19","0","11.364","15.79","10.078","4.793"
"7","31","6","335","74","21","0","110.452","22.849","79.255","72.611"
"7","31","7","526","115","23","0","302.428","33.803","235.483","225.115"
"7","31","8","647","140","26","0","517.16","45.589","404.809","389.38"
"7","31","9","720","156","27","0","712.121","53.939","547.392","526.875"
"7","31","10","765","166","28","0","864.051","60.368","649.9","625.258"
"7","31","11","373","377","29","0","760.64","59.058","575.6","553.987"
"7","31","12","775","187","30","0","984.79","65.866","725.104","697.187"
"7","31","13","470","363","29","0","845.387","62.077","632.033","608.138"
"7","31","14","451","319","29","0","734.867","58.216","557.572","536.662"
"7","31","15","301","309","28","0","536.531","50.735","418.248","402.372"
"7","31","16","207","240","27","0","349.653","42.581","279.2","267.628"
"7","31","17","509","103","26","0","272.76","37.641","206.971","197.351"
"7","31","18","266","73","24","0","92.449","28.276","66.546","60.165"
"7","31","19","0","0","25","0","0","25","0","0"
"7","31","20","0","0","24","0","0","24","0","0"
"7","31","21","0","0","24","0","0","24","0","0"
"7","31","22","0","0","23","0","0","23","0","0"
"7","31","23","0","0","23","0","0","23","0","0"
"8","1","0","0","0","23","0","0","23","0","0"
"8","1","1","0","0","22","0","0","22","0","0"
"8","1","2","0","0","21","0","0","21","0","0"
"8","1","3","0","0","20","0","0","20","0","0"
"8","1","4","0","0","20","0","0","20","0","0"
"8","1","5","0","9","20","0","8.517","16.759","7.528","2.29"
"8","1","6","466","58","20","0","113.118","21.915","75.453","68.889"
"8","1","7","340","141","21","0","258.689","30.17","207.495","197.861"
"8","1","8","816","82","23","0","554.239","43.624","435.579","419.116"
"8","1","9","877","89","25","0","756.522","53.599","581.891","560.03"
"8","1","10","907","96","26","0","912.754","60.143","687.071","660.836"
"8","1","11","922","101","27","0","1010.52","64.547","747.969","719.014"
"8","1","12","923","105","28","0","1040.524","66.719","763.471","733.802"
"8","1","13","909","109","28","0","1000.019","65.742","736.572","708.137"
"8","1","14","882","109","27","0","892.392","61.651","667.563","642.17"
"8","1","15","840","104","26","0","728.384","55.485","555.698","534.861"
"8","1","16","796","87","25","0","529.306","47.633","408.37","392.824"
"8","1","17","322","135","24","0","237.502","35.795","185.461","176.384"
"8","1","18","493","49","22","0","93.98","25.955","58.244","52.031"
"8","1","19","0","0","20","0","0","20","0","0"
"8","1","20","0","0","18","0","0","18","0","0"
"8","1","21","0","0","17","0","0","17","0","0"
"8","1","22","0","0","17","0","0","17","0","0"
"8","1","23","0","0","16","0","0","16","0","0"
"8","2","0","0","0","16","0","0","16","0","0"
"8","2","1","0","0","15","0","0","15","0","0"
"8","2","2","0","0","15","0","0","15","0","0"
"8","2","3","0","0","15","0","0","15","0","0"
"8","2","4","0","0","15","0","0","15","0","0"
"8","2","5","120","12","16","0","8.62","12.509","7.73","2.488"
"8","2","6","533","51","18","0","114.45","19.852","73.911","67.378"
"8","2","7","723","71","19","0","331.239","30.914","255.834","244.914"
"8","2","8","819","86","21","0","559.628","42.342","441.948","425.266"
"8","2","9","877","95","22","0","762.433","51.007","592.363","570.084"
"8","2","10","912","100","23","0","921.191","57.668","700.269","673.456"
"8","2","11","930","102","24","0","1019.224","62.116","761.857","732.263"
"8","2","12","933","104","24","0","1049.321","63.405","780.383","749.924"
"8","2","13","921","106","24","0","1008.219","62.406","752.722","723.549"
"8","2","14","897","105","24","0","900.921","59.205","680.549","654.598"
"8","2","15","856","101","23","0","736.348","52.995","567.202","545.918"
"8","2","16","797","90","22","0","532.044","44.935","414.667","398.911"
"8","2","17","686","75","21","0","302.372","35.127","227.212","217.064"
"8","2","18","479","51","19","0","93.589","23.582","59.18","52.949"
"8","2","19","0","0","17","0","0","17","0","0"
"8","2","20","0","0","16","0","0","16","0","0"
"8","2","21","0","0","16","0","0","16","0","0"
"8","2","22","0","0","16","0","0","16","0","0"
"8","2","23","0","0","16","0","0","16","0","0"
"8","3","0","0","0","16","0","0","16","0","0"
"8","3","1","0","0","16","0","0","16","0","0"
"8","3","2","0","0","15","0","0","15","0","0"
"8","3","3","0","0","14","0","0","14","0","0"
"8","3","4","0","0","14","0","0","14","0","0"
"8","3","5","123","11","16","0","7.83","12.438","7.023","1.794"
"8","3","6","549","48","18","0","113.008","19.767","71.941","65.449"
"8","3","7","701","75","20","0","326.802","31.729","251.986","241.172"
"8","3","8","808","87","22","0","553.945","43.087","436.24","419.755"
"8","3","9","870","95","23","0","756.848","51.739","586.355","564.316"
"8","3","10","909","99","24","0","917.259","58.441","695.144","668.557"
"8","3","11","448","364","25","0","829.03","57.614","630.945","607.095"
"8","3","12","931","104","25","0","1047.106","63.371","778.842","748.456"
"8","3","13","920","105","26","0","1005.87","64.128","745.757","716.904"
"8","3","14","898","101","25","0","897.1","59.993","675.525","649.791"
"8","3","15","860","95","25","0","732.336","54.7","560.319","539.303"
"8","3","16","798","85","24","0","526.507","46.624","407.552","392.033"
"8","3","17","690","70","23","0","298.646","36.902","222.421","212.4"
"8","3","18","483","48","20","0","90.23","24.424","56.1","49.931"
"8","3","19","0","0","17","0","0","17","0","0"
"8","3","20","0","0","17","0","0","17","0","0"
"8","3","21","0","0","17","0","0","17","0","0"
"8","3","22","0","0","17","0","0","17","0","0"
"8","3","23","0","0","16","0","0","16","0","0"
"8","4","0","0","0","15","0","0","15","0","0"
"8","4","1","0","0","14","0","0","14","0","0"
"8","4","2","0","0","14","0","0","14","0","0"
"8","4","3","0","0","14","0","0","14","0","0"
"8","4","4","0","0","14","0","0","14","0","0"
"8","4","5","89","10","15","0","7.038","11.357","6.336","1.119"
"8","4","6","500","52","17","0","110.066","18.554","72.125","65.629"
"8","4","7","612","94","21","0","312.595","32.166","242.439","231.884"
"8","4","8","715","117","24","0","531.369","44.183","417.427","401.578"
"8","4","9","771","137","25","0","728.641","52.635","562.774","541.663"
"8","4","10","802","153","26","0","883.253","59.158","667.525","642.134"
"8","4","11","818","162","27","0","979.167","63.537","727.739","699.703"
"8","4","12","822","166","27","0","1009.926","64.834","746.743","717.845"
"8","4","13","0","101","27","0","96.467","37.466","79.268","72.624"
"8","4","14","0","114","27","0","108.837","30.219","91.805","84.895"
"8","4","15","368","288","26","0","563.965","45.902","447.55","430.675"
"8","4","16","83","232","25","0","270.577","38.152","220.634","210.659"
"8","4","17","0","110","23","0","104.265","27.714","88.733","81.889"
"8","4","18","8","62","21","0","58.404","21.811","50.383","44.328"
"8","4","19","0","0","19","0","0","19","0","0"
"8","4","20","0","0","18","0","0","18","0","0"
"8","4","21","0","0","18","0","0","18","0","0"
"8","4","22","0","0","18","0","0","18","0","0"
"8","4","23","0","0","17","0","0","17","0","0"
"8","5","0","0","0","16","0","0","16","0","0"
"8","5","1","0","0","16","0","0","16","0","0"
"8","5","2","0","0","16","0","0","16","0","0"
"8","5","3","0","0","16","0","0","16","0","0"
"8","5","4","0","0","16","0","0","16","0","0"
"8","5","5","99","10","16","0","7.061","12.427","6.334","1.117"
"8","5","6","526","48","19","0","108.916","20.585","69.409","62.969"
"8","5","7","0","40","21","0","37.941","20.711","33.088","27.371"
"8","5","8","472","188","22","0","461.659","38.001","372.865","358.473"
"8","5","9","296","314","23","0","544.548","44.591","434.712","418.279"
"8","5","10","18","282","23","0","289.136","36.7","238.237","227.796"
"8","5","11","457","363","23","0","837.101","52.73","649.379","624.759"
"8","5","12","114","452","23","0","582.412","48.016","460.097","442.785"
"8","5","13","49","390","23","0","439.799","41.982","355.408","341.566"
"8","5","14","856","124","23","0","883.057","54.914","678.433","652.573"
"8","5","15","221","319","22","0","482.254","44.256","385.477","370.68"
"8","5","16","773","95","21","0","521.188","42.073","410.467","394.85"
"8","5","17","669","76","20","0","294.564","33.805","222","211.99"
"8","5","18","457","50","19","0","87.787","23.264","55.737","49.575"
"8","5","19","0","0","17","0","0","17","0","0"
"8","5","20","0","0","15","0","0","15","0","0"
"8","5","21","0","0","15","0","0","15","0","0"
"8","5","22","0","0","15","0","0","15","0","0"
"8","5","23","0","0","15","0","0","15","0","0"
"8","6","0","0","0","15","0","0","15","0","0"
"8","6","1","0","0","15","0","0","15","0","0"
"8","6","2","0","0","15","0","0","15","0","0"
"8","6","3","0","0","14","0","0","14","0","0"
"8","6","4","0","0","13","0","0","13","0","0"
"8","6","5","0","0","14","0","0","14","0","0"
"8","6","6","490","52","16","0","107.741","17.338","70.979","64.507"
"8","6","7","688","75","19","0","319.644","30.417","247.332","236.645"
"8","6","8","787","91","21","0","544.856","41.783","431.164","414.852"
"8","6","9","841","104","23","0","743.47","51.283","577.019","555.35"
"8","6","10","869","115","24","0","897.74","57.813","682.051","656.035"
"8","6","11","876","126","25","0","990.899","62.118","740.676","712.055"
"8","6","12","144","456","26","0","616.912","52.707","478.648","460.678"
"8","6","13","839","146","26","0","975.904","61.275","731.914","703.689"
"8","6","14","356","357","26","0","683.343","54.593","525.957","506.253"
"8","6","15","100","315","25","0","384.386","42.754","309.305","296.862"
"8","6","16","34","208","23","0","220.441","33.082","183.56","174.531"
"8","6","17","129","146","22","0","181.911","29.229","149.392","141.189"
"8","6","18","190","73","20","0","82.613","22.817","63.217","56.904"
"8","6","19","0","0","18","0","0","18","0","0"
"8","6","20","0","0","17","0","0","17","0","0"
"8","6","21","0","0","17","0","0","17","0","0"
"8","6","22","0","0","16","0","0","16","0","0"
"8","6","23","0","0","15","0","0","15","0","0"
"8","7","0","0","0","14","0","0","14","0","0"
"8","7","1","0","0","14","0","0","14","0","0"
"8","7","2","0","0","14","0","0","14","0","0"
"8","7","3","0","0","14","0","0","14","0","0"
"8","7","4","0","0","14","0","0","14","0","0"
"8","7","5","0","0","14","0","0","14","0","0"
"8","7","6","394","61","16","0","103.193","17.094","71.79","65.301"
"8","7","7","583","98","19","0","304.96","29.826","238.769","228.313"
"8","7","8","573","152","22","0","485.199","40.672","387.063","372.215"
"8","7","9","483","248","24","0","624.067","48.207","490.891","472.481"
"8","7","10","793","150","25","0","871.764","57.38","663.489","638.27"
"8","7","11","805","163","26","0","967.223","62.239","722.633","694.827"
"8","7","12","488","371","27","0","890.778","61.448","667.716","642.317"
"8","7","13","760","189","26","0","943.774","61.671","706.697","679.601"
"8","7","14","711","192","26","0","834.09","58.808","631.136","607.278"
"8","7","15","134","319","25","0","418.907","44.806","334.389","321.195"
"8","7","16","210","230","24","0","340.446","38.534","275.698","264.225"
"8","7","17","29","133","23","0","136.065","29.586","113.993","106.6"
"8","7","18","10","59","21","0","55.717","22.136","47.918","41.912"
"8","7","19","0","0","20","0","0","20","0","0"
"8","7","20","0","0","19","0","0","19","0","0"
"8","7","21","0","0","19","0","0","19","0","0"
"8","7","22","0","0","19","0","0","19","0","0"
"8","7","23","0","0","18","0","0","18","0","0"
"8","8","0","0","0","17","0","0","17","0","0"
"8","8","1","0","0","16","0","0","16","0","0"
"8","8","2","0","0","16","0","0","16","0","0"
"8","8","3","0","0","16","0","0","16","0","0"
"8","8","4","0","0","16","0","0","16","0","0"
"8","8","5","0","0","16","0","0","16","0","0"
"8","8","6","0","4","18","0","3.782","14.344","3.371","0"
"8","8","7","0","51","19","0","48.399","17.441","42.685","36.781"
"8","8","8","0","83","21","0","78.914","21.824","68.557","62.135"
"8","8","9","7","192","22","0","189.585","28.143","161.072","152.591"
"8","8","10","13","247","23","0","250.212","32.529","209.306","199.625"
"8","8","11","11","223","24","0","226.021","33.149","188.657","179.501"
"8","8","12","15","278","24","0","284.852","35.114","236.081","225.697"
"8","8","13","8","182","24","0","182.787","31.839","153.29","144.994"
"8","8","14","25","301","24","0","313.988","35.828","259.526","248.505"
"8","8","15","10","209","23","0","208.187","32.036","174.424","165.619"
"8","8","16","775","95","22","0","518.953","41.165","409.761","394.168"
"8","8","17","674","75","20","0","291.575","33.682","219.003","209.071"
"8","8","18","459","48","19","0","83.109","23.047","52.294","46.201"
"8","8","19","0","0","17","0","0","17","0","0"
"8","8","20","0","0","16","0","0","16","0","0"
"8","8","21","0","0","15","0","0","15","0","0"
"8","8","22","0","0","14","0","0","14","0","0"
"8","8","23","0","0","14","0","0","14","0","0"
"8","9","0","0","0","14","0","0","14","0","0"
"8","9","1","0","0","13","0","0","13","0","0"
"8","9","2","0","0","13","0","0","13","0","0"
"8","9","3","0","0","13","0","0","13","0","0"
"8","9","4","0","0","13","0","0","13","0","0"
"8","9","5","0","0","13","0","0","13","0","0"
"8","9","6","460","57","15","0","107.443","16.273","72.623","66.117"
"8","9","7","681","82","16","0","322.613","27.553","252.402","241.576"
"8","9","8","800","95","18","0","555.098","39.265","443.299","426.572"
"8","9","9","864","103","19","0","758.739","48.077","596.089","573.661"
"8","9","10","898","111","20","0","918.648","54.84","706.121","679.05"
"8","9","11","501","349","21","0","866.177","55.042","665.906","640.584"
"8","9","12","506","363","22","0","900.701","56.684","688.055","661.777"
"8","9","13","543","329","22","0","881.255","56.298","674.143","648.468"
"8","9","14","902","106","22","0","901.777","56.791","687.659","661.399"
"8","9","15","859","99","21","0","730.257","50.979","566.65","545.388"
"8","9","16","796","87","20","0","520.78","42.663","408.569","393.016"
"8","9","17","684","70","19","0","288.48","32.628","216.735","206.862"
"8","9","18","459","45","16","0","79.187","19.865","49.696","43.655"
"8","9","19","0","0","14","0","0","14","0","0"
"8","9","20","0","0","14","0","0","14","0","0"
"8","9","21","0","0","14","0","0","14","0","0"
"8","9","22","0","0","14","0","0","14","0","0"
"8","9","23","0","0","14","0","0","14","0","0"
"8","10","0","0","0","13","0","0","13","0","0"
"8","10","1","0","0","13","0","0","13","0","0"
"8","10","2","0","0","12","0","0","12","0","0"
"8","10","3","0","0","12","0","0","12","0","0"
"8","10","4","0","0","12","0","0","12","0","0"
"8","10","5","0","0","12","0","0","12","0","0"
"8","10","6","0","39","14","0","36.999","11.618","33.279","27.558"
"8","10","7","0","103","17","0","97.827","18.381","86","79.214"
"8","10","8","0","129","20","0","123.055","23.489","106.288","99.065"
"8","10","9","211","324","22","0","485.661","39.441","395.388","380.268"
"8","10","10","28","315","24","0","339.216","38.944","277.205","265.689"
"8","10","11","233","433","25","0","675.274","49.914","529.575","509.735"
"8","10","12","795","177","24","0","993.167","60.216","748.137","719.175"
"8","10","13","742","202","22","0","943.878","58.539","715.659","688.165"
"8","10","14","109","381","21","0","477.26","43.535","383.339","368.611"
"8","10","15","0","93","20","0","88.51","26.091","75.758","69.187"
"8","10","16","22","192","20","0","195.713","26.486","166.95","158.328"
"8","10","17","4","117","19","0","112.187","23.162","96.862","89.843"
"8","10","18","56","61","18","0","59.913","18.85","50.224","44.172"
"8","10","19","0","0","17","0","0","17","0","0"
"8","10","20","0","0","17","0","0","17","0","0"
"8","10","21","0","0","17","0","0","17","0","0"
"8","10","22","0","0","17","0","0","17","0","0"
"8","10","23","0","0","16","0","0","16","0","0"
"8","11","0","0","0","16","0","0","16","0","0"
"8","11","1","0","0","15","0","0","15","0","0"
"8","11","2","0","0","15","0","0","15","0","0"
"8","11","3","0","0","15","0","0","15","0","0"
"8","11","4","0","0","15","0","0","15","0","0"
"8","11","5","0","0","16","0","0","16","0","0"
"8","11","6","54","67","18","0","68.419","17.301","57.75","51.548"
"8","11","7","154","151","20","0","199.833","26.4","165.757","157.164"
"8","11","8","174","240","22","0","336.585","34.774","277.113","265.599"
"8","11","9","774","132","23","0","724.193","49.522","565.98","544.744"
"8","11","10","816","142","24","0","883.191","57.295","672.385","646.786"
"8","11","11","81","417","25","0","500.975","47.656","396.296","381.147"
"8","11","12","445","371","26","0","848.025","56.985","647.046","622.524"
"8","11","13","74","408","26","0","483.842","47.863","382.438","367.739"
"8","11","14","849","121","25","0","869.656","56.607","663.642","638.417"
"8","11","15","813","110","25","0","709.138","53.87","544.156","523.763"
"8","11","16","763","91","24","0","504.702","45.802","391.244","376.26"
"8","11","17","424","106","23","0","238.042","34.647","182.335","173.335"
"8","11","18","411","46","20","0","74.152","23.137","47.31","41.316"
"8","11","19","0","0","17","0","0","17","0","0"
"8","11","20","0","0","17","0","0","17","0","0"
"8","11","21","0","0","17","0","0","17","0","0"
"8","11","22","0","0","17","0","0","17","0","0"
"8","11","23","0","0","16","0","0","16","0","0"
"8","12","0","0","0","16","0","0","16","0","0"
"8","12","1","0","0","15","0","0","15","0","0"
"8","12","2","0","0","15","0","0","15","0","0"
"8","12","3","0","0","14","0","0","14","0","0"
"8","12","4","0","0","14","0","0","14","0","0"
"8","12","5","0","0","15","0","0","15","0","0"
"8","12","6","21","64","18","0","61.921","16.981","53.679","47.558"
"8","12","7","630","82","22","0","303.45","32.417","233.482","223.167"
"8","12","8","746","100","25","0","528.635","45.001","413.341","397.629"
"8","12","9","561","217","26","0","650.825","51.185","505.886","486.928"
"8","12","10","849","120","27","0","883.799","59.712","666.398","641.055"
"8","12","11","870","123","28","0","980.51","64.486","725.919","697.966"
"8","12","12","877","124","29","0","1011.171","66.683","742.031","713.348"
"8","12","13","446","350","29","0","808.982","61.171","607.004","584.135"
"8","12","14","332","354","28","0","658.92","54.854","506.625","487.64"
"8","12","15","419","261","28","0","576.954","51.548","447.781","430.898"
"8","12","16","194","224","27","0","324.948","42.031","259.736","248.709"
"8","12","17","486","94","25","0","244.796","35.465","185.036","175.97"
"8","12","18","291","50","24","0","66.746","26.956","45.403","39.446"
"8","12","19","0","0","22","0","0","22","0","0"
"8","12","20","0","0","20","0","0","20","0","0"
"8","12","21","0","0","19","0","0","19","0","0"
"8","12","22","0","0","19","0","0","19","0","0"
"8","12","23","0","0","19","0","0","19","0","0"
"8","13","0","0","0","18","0","0","18","0","0"
"8","13","1","0","0","18","0","0","18","0","0"
"8","13","2","0","0","18","0","0","18","0","0"
"8","13","3","0","0","18","0","0","18","0","0"
"8","13","4","0","0","18","0","0","18","0","0"
"8","13","5","0","0","18","0","0","18","0","0"
"8","13","6","0","14","19","0","13.249","15.841","11.749","6.433"
"8","13","7","0","113","20","0","107.377","21.685","93.329","86.387"
"8","13","8","225","233","22","0","358.432","34.835","294.515","282.504"
"8","13","9","186","322","26","0","465.427","44.247","372.254","357.881"
